Title,Country,City,Job_type,Job_level,Mode,Area,Salary,Date,Applicants,Company,Skills,Functions,Requirements,URL
Ingeniero DevOps AWS Azure,Colombia,,Remoto,Semi Senior,FULL_TIME,SysAdmin / DevOps / QA,1850.0,2023-07-24,8.0,Sophos Solutions,"['DevOps', 'Continuous Integration', 'Virtualization', 'Maven', 'Azure', 'Data Architecture', 'Amazon Web Services', 'Jenkins', 'Ansible', 'CI/CD', 'Cloud Computing', 'Terraform', 'Cloud', 'Infrastructure as Code', 'Cloud Formation', 'Project Manager', 'Github']","Integración y desarrollo de la infraestructura cloud sobre AWS Azure con apego a DevOps.
Administración del código en repositorios y pipelines Azure.
Colaboración con diferentes proyectos y unidades de negocio, así como proveedores: Oracle, SAP, Microsoft, etc.
Oportunidad de proponer nuevas tecnologías y soluciones.","3 a 4 años de experiencia como: Ingeniero infraestructura cloud AWS, AWS DevOps, Lider soluciones AWS, soporte a infraestructura, soporte a aplicaciones, ingeniero AWS, gestión de ambientes, administrador AWS
Experiencia en levantamiento y análisis de requerimientos.
Profesional en áreas de tecnología (ingeniería o afines, electrónica, software, informática entre otros) con 4 años de experiencia en el cargo en mención.
Experiencia práctica/técnica en el diseño e implementación de aplicaciones modernas basadas en herramientas Azure - AWS DevOps como Jenkins, Azure DevOps, Code Pipeline, Code Deploy, GitHub, JFrog, Maven o Gradle.
Conocimientos en tecnologías para análisis y revisión de código estático.Código en Azure DevOps.
Experiencia y amplios conocimientos en IaC (Infraestructura como código: Terraform, Cloud Formation, ARM, Puppet, Chief, Ansible, CDK). revisar de lo anterior, las necesarias-mandatorias ⟩ Experiencia aplicando proceso de CI/CD. ⟩
Configuración y mantenimiento del servidor DNS (Directorio Activo y dependencias, FTP, SMTP, Paquetes de datos, Logs, ETS).
Experiencia en administración de aplicaciones en nube AWS (AWS S3, Lambda, Terraform, Glue, etc) y gestión de ambientes (pruebas, desarrollo, stagging, producción, etc) o en su defecto Azure
Experiencia en DevOps CI/DI.
Experiencia en Programa de BCP y DRP.",https://www.getonbrd.com/empleos/sysadmin-devops-qa/ingeniero-devops-aws-azure-remoto-sophos-solutions-remote
Analista de Gobierno de Datos,Chile,Santiago,Híbrido,Senior,FULL_TIME,Data Science / Analytics,2500.0,2023-03-27,138.0,La Araucana CCAF,"['Data Science', 'Data governance']","La Araucana CCAF institución con fuerte rol social y en pleno proceso de transformación, se encuentra buscando a un Analista senior en Gobierno de datos, para nuestra gerencia de Planificación estratégica y control gestión.
Su principal misión será:
Establecer las políticas y procedimientos para la gestión de los datos, trabajando de forma transversal con el resto de las gerencias de la Caja para obtener, preparar, organizar, proteger y analizar los datos, de manera que se puedan utilizar para mejorar todas las áreas del negocio para generar mayor valor y mejor experiencia para nuestros afiliados
dentro de sus principales funciones se encuentra:
Participación activa en todos los proyectos de Planificación estratégica en el cual el Data Owner sea necesario
Liderazgo de proyecto con respecto a Gobierno de datos e implementación mirada 360 afiliados
Definición de estrategia para mejorar calidad de información
Desarrollo y gestión de casos de uso
Apoyo en la revisión y reformulación del reporte CRF
Elaboración de presentaciones afines
Liderazgo de mesas de trabajo de proyectos afines
Evangelizar al resto de la organización en el desarrollo de una cultura de trabajo basada en datos y análisis
Educar a clientes internos sobre el uso de tecnología disponible para la toma de decisiones","Requisitos:
Formación Académica: Ingeniería Civil Industrial, Ingeniería Comercial, Ingeniería en Sistemas. Ingeniería informática, Ingeniero estadístico
Experiencias (Rubro/años): 2-5 años de experiencia en roles similares en industrias de Bancos, aseguradoras, comunicaciones y medios de entretenimiento.",https://www.getonbrd.com/empleos/data-science-analytics/analista-senior-gobierno-de-datos-la-araucana-ccaf-santiago
QA Automation/Test Automation Engineer,Chile,,Remoto,Senior,FULL_TIME,SysAdmin / DevOps / QA,2200.0,2023-06-12,172.0,Accenture,"['QA', 'QA-Automation', 'Automation', 'Karate']","El puesto trabajará junto con un equipo de desarrollo en expansión, y el candidato se centrará en escribir pruebas de aceptación automatizadas para aplicaciones móviles
Definir e implementar la estrategia de automatización de pruebas, incluida la hoja de ruta, las herramientas, el marco y el enfoque.
Implementar, mantener y mejorar los marcos de automatización de pruebas.
Trabajar activamente con los equipos de desarrollo e infraestructura para integrar la automatización de pruebas como parte integral de la canalización de entrega continua
Realizar estudios de viabilidad de automatización.
Buscar proactivamente realizar mejoras continuas en la cobertura, ejecución y automatización de las pruebas.
Evaluar, seleccionar y formular el mejor uso de las herramientas de automatización de pruebas para diferentes propósitos.","Conocimiento y experiencia comprobable en el uso de Karate.
Experiencia de al menos 2 años en el área de Automation en apps.
Experiencia en pruebas de aceptación automatizadas para aplicaciones
Experiencia evaluando, seleccionando y formulando el mejor uso de las herramientas de automatización de pruebas para diferentes propósitos.",https://www.getonbrd.com/empleos/sysadmin-devops-qa/qa-automation-test-automation-engineer-accenture-remote
Site Reliability Engineer / DevOps,,,Remoto,Senior,FULL_TIME,SysAdmin / DevOps / QA,3500.0,2023-07-25,95.0,Buk,"['DevOps', 'PostgreSQL', 'Virtualization', 'Docker', 'Git', 'Amazon Web Services', 'Kubernetes', 'SRE', 'CI/CD', 'Cloud Computing', 'Cloud', 'Linux']","En Buk estamos buscando a nuestr@ próxim@ SRE, quien tendrá el objetivo de liderar los procesos de despliegue e integración continua hacia los distintos ambientes definidos por cada equipo de desarrollo asegurando la continuidad operativa y la correcta implementación de nuevos proyectos o mejoras a los ya existentes.
Cuáles serán sus desafíos?
•Administración de los ambientes de desarrollo.
•Administración de repositorios y pasos a producción.
•Velar por la disponibilidad y seguridad de los sistemas.
•Mejora continua de los sistemas identificando también mejoras a desarrollar
•Resolución de incidentes
•Automatización de procesos","•Al menos 2 años de experiencia en roles similares
•Conocimientos en plataforma AWS
•Experiencia realizando Pipelines
•Control de versiones con Git
•Conocimientos de sistemas operativos Linux
•Administración de bases de datos PostgreSQL
•Conocimiento de Docker/Kubernetes
Competencias Específicas:
•Capacidad de planificación y organización
•Orientación a los resultados con calidad
•Colaboración- Trabajo en equipo
•Pensamiento analítico
•Innovación y creatividad",https://www.getonbrd.com/empleos/sysadmin-devops-qa/site-reliability-engineer-devops-buk-remote-ba92
Contador Publico,,,Remoto,Semi Senior,FULL_TIME,Operaciones / Admin,600,2023-07-18,89.0,Virtual Exchange 22,"['Excel', 'Accounting']",,"- Título superior en Contabilidad, o próximo a recibirse
- Experiencia mínima de 1 año en posiciones similares
- Manejo avanzado de Microsoft Office (Excel y Word)
- Disponibilidad y dedicación full time, en horario corrido
- Requerimientos- Educación mínima: Técnico
-1 año de experiencia
- Edad: entre 25 y 30 años",https://www.getonbrd.com/empleos/operaciones-management/contador-publico-virtual-exchange-22-remote
Desarrollador Net Angular Híbrido,Colombia,Medellín,Híbrido,Semi Senior,FULL_TIME,Programación,1900.0,2023-07-24,15.0,Sophos Solutions,"['MySQL', 'SVN', 'ASP', 'SQL', 'C#', 'AngularJS', 'HTML5', 'C', '.Net', 'Oracle', 'CSS', 'MVC', 'Git', 'Bootstrap', 'API', 'Full-stack', 'Razor', 'Back-end', 'Agile', 'TypeScript', 'English', 'JavaScript', 'Angular', 'Front-end', 'Software Analyst', 'Visual Basic']","Participar en el levantamiento de requerimientos funcionales, no funcionales y su estimación.
Desarrollo back end con tecnologías net y metodología CI CD
Programación front end de acuerdo a prácticas de ECMA.
Colaborar con equipos multiculturales, crear nuevas conexiones y aprendizajes
Crecer personal y profesionalmente, aprovechando todos los programas de formación, integración, movilidad y en especial balance de vida","2 a 3 años de experiencia mínima como: Programador net core, desarrollador net core, líder front end Angular, Front End Developer, front end Developer, desarrollador visual basic, analista, Desarrollador net, Asp developer, analista programador net, desarrollador .net, desarrollador net FullStack, FullStack programador Net, programador Visual Basic
Inglés intermedio conversacional.
Experiencia en levantamiento de requerimientos, estimación, dimensionamiento técnico (casos de uso o historias de usuario)
Como desarrollador .net, ASP Net, Net Core, MVC Razor, Programación con C, .NET framework 3.5 a 4.5 y Entity Framework Suite de Visual Studio
Práctica y orientación a la programación orientada a objetos (POO), conocimientos avanzados de Patrones de Diseño (MVC 3 o superior) SOLID
Manejo de bases de datos SQL Server, MySQL, Oracle con manejo de Transact SQL,
Conocimiento en consumo y desarrollo de API´s, GRPC (mensajería) Servicios web REST y SOAP, C#, AJAX, J
Desarrollo de Front End HTML 5, CCS, Bootstrap, Javascript ECMA o TypeScript con Angular.
Manejo de versionadores Git, SVN, TFS
Metodologías ágiles, manejo de contenedores.",https://www.getonbrd.com/empleos/programacion/desarrollador-net-angular-hibrido-sophos-solutions-medellin
General Sales Admin,17 ubicaciones,,Remoto,Semi Senior,FULL_TIME,Comercial y Ventas,1000.0,2023-08-02,7.0,Sales Kiwi,"['Excel', 'Social Media', 'Marketing', 'CRM', 'Sales', 'English', 'Administration']","You may be responsible for a variety of tasks:
Managing and processing sales orders and invoices in a timely manner
Answering phone calls and providing customer support to clients
Creating, updating, and maintaining client records on the company CRM
Supporting the sales team with organizing schedules and setting appointments
Providing sales analytics and performance reports
Coordinating logistics for sales meetings and events as needed
Collaborating with other departments to ensure seamless communication and efficiency of workflow
Assisting in creating sales collateral and materials for client presentations
Other duties that the role may require","Requirements
Bachelor's degree in business administration or a related field
Proven experience as a sales administrator, sales support, or other similar role
Ability to work independently and manage multiple priorities
Excellent organizational and communication skills
High level of proficiency in Microsoft Office suite (Excel, Word, and PowerPoint)
High level of proficiency in the English language
Demonstrated knowledge and experience with CRM software usage and management
Knowledge of email marketing
Experience with social media community engagement is a plus
A positive attitude and willingness to learn and grow in the role.",https://www.getonbrd.com/empleos/comercial-ventas/general-sales-admin-sales-kiwi-remote
T2 AWS Support Engineer,Perú,,Remoto,Junior,FULL_TIME,SysAdmin / DevOps / QA,1750.0,2023-06-28,8.0,Cloud Computing Team @ MyArchway,"['Virtualization', 'Customer Service', 'Data Architecture', 'Amazon Web Services', 'Cloud Computing', 'English', 'Cloud', 'Linux', 'Soporte técnico']","Serve as a key point of contact for customers, providing expert-level technical assistance via various channels (phone, email, chat).
Troubleshoot and resolve complex technical issues related to AWS products and services, ensuring timely and effective solutions.
Collaborate with customers to understand their technical challenges and provide guidance on best practices for leveraging AWS services.
Conduct in-depth analysis of customer configurations, logs, and system behavior to identify root causes of issues.
Document customer interactions, including issue details, troubleshooting steps, and solutions, in a clear and concise manner.
Escalate critical and high-impact issues to senior support engineers or appropriate internal teams, while maintaining ownership of the customer's case.
Collaborate with cross-functional teams to identify and implement process improvements, contributing to the overall efficiency and effectiveness of the support organization.
Stay up-to-date with AWS product updates, new features, and industry trends to provide accurate and relevant guidance to customers.","** FOR ALL APPLICANTS: ADVANCED+ OR NATIVE ENGLISH LEVEL IS A MUST FOR THIS POSITION **
Bachelor's degree in Computer Science, Information Technology, or a related field (or equivalent work experience).
Previous experience in a technical support role, preferably with a focus on AWS or cloud technologies.
Strong understanding of AWS services, including EC2, S3, RDS, Lambda, VPC, and IAM.
Proficient in troubleshooting and resolving technical issues related to Linux and Windows operating systems.
Excellent analytical and problem-solving skills, with the ability to think critically and quickly assess complex situations.
Effective written and verbal communication skills, with the ability to convey technical concepts to both technical and non-technical audiences.
Strong customer service mindset, with a passion for delivering exceptional support experiences.
Ability to work collaboratively in a fast-paced and dynamic environment.",https://www.getonbrd.com/empleos/sysadmin-devops-qa/t2-aws-support-engineer-cloud-computing-team-myarchway-remote
Quality Assurance,Chile,Santiago,Híbrido,Semi Senior,FULL_TIME,SysAdmin / DevOps / QA,3100.0,2023-05-22,49.0,Enerlink,"['QA', 'Agile']","Revisar los requisitos, especificaciones y artefactos técnicos para generar planes y casos de prueba detallados, completos y bien estructurados.
Estimar, priorizar, planificar y coordinar las actividades de prueba.
Definir, aplicar y fomentar metodologías, herramientas y buenas prácticas de testing en desarrollo de aplicaciones (por ejemplo para tests unitarios, de integración, aceptación, sistemas y humo).
Definir e implementar metodologías y herramientas para identificar, registrar, documentar y realizar seguimiento de errores.
Colaborar con stakeholders para comprender los modos de uso del cliente y así desarrollar planes de prueba que se aproximen a entornos reales.
Implementar políticas y metodologías para garantizar SLA de nuestros productos a través de métricas de control de calidad (como frecuencia y tiempos de respuesta frente a errores).",,https://www.getonbrd.com/empleos/sysadmin-devops-qa/quality-assurance-enerlink-santiago
Jefe/a de Desarrollo de Software,Chile,Santiago,Presencial,Senior,FULL_TIME,Programación,3250.0,2023-06-05,11.0,Alto potencial,[],"● Liderar los procesos de desarrollo de software asegurando el uso eficiente de los recursos asignados.
● Diseñar e implementar aplicaciones de ingeniería de software, considerando las mejores prácticas de desarrollo.
● Liderar el equipo de ingeniería de software, asignando tareas para la consecución de los objetivos acordados en conjunto con la contraparte de producto.
● Establecer y/o mantener canales de comunicación claros con stakeholders relevantes para Itrend, en particular con partners tecnológicos para el desarrollo de infraestructura digital.
● Elaborar propuestas técnicas, reportes de avance y documentación de productos de software.","● Licenciatura o Título universitario en ingeniería informática, ingeniería industrial o de sistemas, ingeniería eléctrica o similar.
● Al menos cinco años de experiencia laboral en desarrollo de software como contribuidor individual.",https://www.getonbrd.com/empleos/programacion/jefe-a-de-desarrollo-de-softwear-alto-potencial-santiago
Android Developer,,,Remoto,Semi Senior,FULL_TIME,Desarrollo Mobile,No hay información,2023-08-02,3.0,Devsu,"['UX', 'Android', 'Scrum', 'Git', 'Material Design', 'Kotlin', 'TDD', 'REST API', 'Back-end', 'Agile', 'Mobile development', 'English', 'Java']"," Design, develop, and maintain Android applications, ensuring they are high-quality, efficient, and meet the specified requirements. 
Write clean, efficient, and well-documented code.
Implement new features and functionalities in Android apps.
Investigate and resolve bugs, issues, and crashes in Android applications.","Be a great programmer.
Full-time availability (40 hours per week, regular business hours).
Fluent in English.
3+ years of experience building apps with Android.
Experience developing with Java and Kotlin languages.
Experience in UI/UX development on Android.
Experience with Material Design.
Experience working with Scrum methodology.
Experience working with Git.
Experience in Crashlytics.
Experience in Restful apps.
Experience in MVVM, MVP design architectures.
Experience in Android Jetpack (Android X, Navigation Drawer, etc).
Experience with Gradle, TDD and Proguard rules.",https://www.getonbrd.com/empleos/desarrollo-mobile/semi-senior-senior-android-developer-devsu-remote
"Full-Stack Semi Senior (React, Node.js)",Chile,Santiago,Híbrido,Semi Senior,FULL_TIME,Programación,No hay información,2023-08-02,42.0,TCIT,"['Node.js', 'DevOps', 'Ruby on Rails', 'AngularJS', 'Virtualization', 'Vue.js', 'Redux', 'Docker', 'Git', 'Azure', 'React', 'Amazon Web Services', 'Express', 'Full-stack', 'Google Cloud Platform', 'Back-end', 'Cloud Computing', 'JavaScript', 'Cloud', 'Angular', 'Front-end']","Desarrollar e implementar plataformas, aplicaciones o funcionalidades tanto en front-end como back-end.
Trabajar en estrecha colaboración con su equipo de desarrollo y los clientes involucrados: hacer levantamiento de requerimientos para construir, probar y generar el producto o funcionalidades solicitadas de acuerdo a tiempos y metas definidas de cada proyecto que se le asigne.
Participación activa en el diseño y arquitectura de los sistemas, plataformas o aplicaciones de los proyectos.
Apoyo en la definición y revisión de vistas o interfaces de usuario.
Mantención y mejora continua de sistemas, plataformas y aplicaciones, corregir errores, optimizar funcionamientos según las necesidades de los proyectos asignados.
Revisión, pruebas y análisis de los desarrollos entregados para garantizar la calidad según los estándares de TCIT.","Debes tener algún título de Ingeniero en Computación, T.I., Informática o similar.
Debes tener conocimientos y experiencia de frameworks web.
Necesitas estar familiarizada/o con el ambiente de desarrollo back-end, utilizando Node.js con Express o Ruby on rails y tener conocimiento en tecnologías de desarrollo front-end, como React, Angular, Vue y aplicando librerías similares a redux y saga.
Debes tener conocimientos de GIT, Docker o similares
Y lo más importante, tener mínimo 2 años de experiencia desarrollando software en la nube--> en servicios cloud como GCP, AWS, Azure, Heroku o similares.
Que cuentes con disponibilidad para trabajar de manera híbrida (teletrabajo y oficina)",https://www.getonbrd.com/empleos/programacion/full-stack-semi-senior-react-node-js-tcit-santiago-2a24
Docente Full-Stack Python,,,Remoto,Senior,PART_TIME,Programación,No hay información,2023-07-05,39.0,DESAFIO LATAM,"['Usabilidad', 'SQL', 'Django', 'HTML5', 'Python', 'CSS', 'Full-stack', 'UI Design', 'Education', 'Back-end', 'JavaScript', 'Front-end']",,,https://www.getonbrd.com/empleos/programacion/docente-full-stack-python-desafio-latam-remote
Designer,,,Remoto,Semi Senior,CONTRACTOR,Diseño / UX,No hay información,2023-06-05,214.0,Precision Music,[],"The most important thing is that our designer has great taste! You will need to possess a sharp sense for what looks good. It is also essential that you know how design things that can be developed quickly and inexpensively.
It is helpful if you have some experience with development.
You will be designing pages and apps for web and mobile.","You must have experience designing mobile and web applications
You must have great taste!
You must have experience working with programmers
It is beneficial if you have experience programming yourself",https://www.getonbrd.com/empleos/diseno-ux/designer-precision-music-remote
Líder Técnico Cloud,Chile,Santiago,Híbrido,Senior,FULL_TIME,SysAdmin / DevOps / QA,No hay información,2023-07-25,27.0,Copec S.A,"['Virtualization', 'Scrum', 'Git', 'Azure', 'Data Architecture', 'Amazon Web Services', 'DynamoDB', 'Google Cloud Platform', 'Tech Lead', 'Agile', 'Cloud Computing', 'Terraform', 'Cloud', 'Infrastructure as Code', 'Cloud Formation', 'Bitbucket']","Si eres una persona apasionada, que le motiva trabajar con tecnologías Cloud, ¡esta oportunidad es completamente para tí!
En Copec S.A estamos en búsqueda de un/a Líder Técnico Cloud, quien sería responsable de revisar, co-crear y validar el diseño de los proyectos internos de COPEC con los proveedores externos, velando por los entregables y que estos cumplan con los estándares solicitados por arquitectura COPEC. De esta forma, contribuir a reducir tiempos de implementación y garantizar la mejor calidad de los entregables.
Dentro de tus funciones principales se encontrarían:
Responsable de la evolución del software que comprende los despliegues del producto en los distintos ambientes, actuando como líder tecnológico del equipo y sistemas a cargo.
Realizar junto al equipo la detección y solución de impedimentos, dependencias, interdependencias y riesgos técnicos.
Proporcionar una visión sobre las deudas técnicas y/o desarrollar habilitadores tecnológicos.
Automatizar procesos de desarrollo, testeo y producción, garantizando la excelencia en la performance.
Garantizar que los niveles de servicio y los estándares se mantengan en todo momento.
Colaborar en el refinamiento del backlog, otorgando la visión técnica de los incrementos.
Investigar nuevas tecnologías que puedan ser implementadas en proyectos innovadores y dirigir las discusiones de viabilidad técnica.
Mantener contacto continuo con el equipo de Arquitectura para lograr mantener las discusiones técnicas futuras.
En Copec la Diversidad e Inclusión entre sus trabajadores/as constituye un pilar fundamental para el desarrollo de una propuesta de valor sostenible y la vocación país que la caracteriza. Buscamos fomentar la formación de equipos multidisciplinarios, diversos e inclusivos, donde las distintas opiniones, talentos, características y condiciones sean respetadas y valoradas de manera de fortalecer la Compañía y asegurar el logro de los objetivos estratégicos. ¡Te invitamos a ser parte de nuestro equipo!","Título profesional de Ingeniería en Computación, Informática, industrial o carrera afín.
3 años de experiencia en roles similares, de desarrollador y con tecnologías Cloud.
Especialización deseable en Certificación en AWS y SCRUM.
Conocimientos idealmente AWS: Experiencia como desarrollador utilizando servicios Lambda, DynamoDB, Step Functions y/o Glue. Sino en tecnologías similares como AZURE o GCP.
Control de Versiones (Git, bitbucket), despliegue continúo.
Infraestructura como Código (CloudFormation, Terraform, Serverless).",https://www.getonbrd.com/empleos/sysadmin-devops-qa/lider-tecnico-cloud-copec-s-a-santiago-b445
Analista BI,,,Remoto,Senior,FULL_TIME,Data Science / Analytics,2700.0,2023-07-27,95.0,ARKHO,"['MySQL', 'Business Intelligence', 'SQL', 'UX', 'Oracle', 'PostgreSQL', 'Qlik Sense', 'Tableau', 'English', 'Data Analysis', 'Data Visualization']","Estamos en busca de un Business Analyst con por lo menos dos años de experiencia, para incorporarse a nuestro equipo ágil para diversos proyectos BI y Analytics. Será el encargado de velar por soluciones integrales para las problemáticas de cada uno de los clientes y proyectos en los cuales se desenvuelva junto al equipo.
Dentro de sus actividades se encuentran:
Diseñar, modelar y crear modelos de datos en base al negocio de cada uno de los clientes.
Crear, modificar y optimizar dashboards, reportes del negocio en herramientas de analitica de negocios (BI)
Documentar el esfuerzo realizado.
Priorizar requerimientos.
Todos nuestros proyectos nos desafían a desplegar productos y servicios más rápidos, seguros, escalables y robustos en la nube.","En nuestra compañía valoramos a las personas autosuficientes, proactivas e innovadoras. Debes ser capaz de organizar tu propia carga de trabajo, tomar decisiones, cumpliendo tus plazos y objetivos. En tu carrera profesional deberías contar al menos con:
Experiencia en proyectos BI.
Capacidad de análisis, levantamiento de requerimientos y resolución.
Interesado en resolver los problemas del cliente, tanto a nivel tecnológico como del negocio.
Experiencia en herramientas de visualización: Qlik Sense, Microsoft PowerBI, Amazon Quicksight, Tableau u otros.
Conocimientos de UI/UX, experiencia de usuario
Experiencia consultando bases de datos SQL (MySQL, PostgreSQL, Oracle, etc).
Inglés: Intermedio.
Nos gusta conformar equipos colaborativos y auto-gestionados, por lo que las habilidades de comunicación y responsabilidad son muy importantes. ¡Buscamos profesionales de excelencia e íntegros dentro y fuera de la cancha!",https://www.getonbrd.com/empleos/data-science-analytics/analista-bi-arkho-remote-dded
Arquitecto de Soluciones,Chile,,Remoto,Semi Senior,FULL_TIME,Programación,2650.0,2023-05-29,17.0,Kabeli,"['DevOps', 'Virtualization', 'Docker', 'React', 'Microservices', 'Kubernetes', 'CI/CD', 'Cloud', 'Front-end']","Kabeli está en búsqueda de un Arquitecto de Soluciones para desempeñar en el rubro Financiero, cuya misión será: Diseñar una solución, mapear requerimientos funcionales hacia tecnologías","Arquitectura de Microservicios
Desarrollo de aplicaciones web modernas.
Experiencia en el diseño e implementación de aplicaciones en la nube pública.
Conocimientos en Infraestructura, Redes, Seguridad, Datos, DevOps y Desarrollo de aplicaciones.
React.Js
Soluciones web
ApiRest
SSO
OIDC
ESB
DOCKER/KUBERNETES",https://www.getonbrd.com/empleos/programacion/arquitecto-de-soluciones-kabeli-remote
React & TypeScript Developer,5 ubicaciones,,Remoto,Semi Senior,FULL_TIME,Programación,2800.0,2023-08-02,23.0,Leniolabs_,"['Redux', 'Git', 'React', 'GraphQL', 'API', 'Back-end', 'Agile', 'TypeScript', 'English', 'JavaScript', 'Java']","Actualmente estamos en la búsqueda de React developers Semi senior y Senior que se quieran unir a Leniolabs para trabajar de la mano con uno de nuestros clientes. Buscamos personas con muchas ganas de aprender, de sumar, con buena experiencia en React y TypeScript principalmente, para cumplir las siguientes funciones:
Se trabajará en el departamento de desarrollo de tecnología de la empresa y entablará contacto con el cliente
Trabajo en equipo - liderazgo
Será responsable de avanzar en los diferentes requerimientos junto con el equipo.
Su trabajo consiste en hacer que las tareas se realicen utilizando todos los recursos disponibles (tangibles e intangibles)
Contamos internamente con personas capacitadas para realizar QA, Líder de proyecto, etc, por lo cual tendrá la responsabilidad de adaptarse a cada equipo",,https://www.getonbrd.com/empleos/programacion/react-typescript-developer-leniolabs_-remote
Representante Comercial Outbound,Colombia,Medellín,Híbrido,Semi Senior,FULL_TIME,Comercial y Ventas,No hay información,2023-05-10,66.0,Fracttal,"['Marketing', 'CRM', 'Sales', 'HubSpot']",,"Formación profesional: Técnico Comercial, Administración Mención Marketing y ventas / Comunicaciones carreras a fines.
2+ Experiencia laboral en ventas de software o empresas B2B
Manejo de CRM Hubspot
Conocimiento y estrategía de ventas y negociación
Conocimiento de prospección inbound y outbound
Conocimiento en Herramientas de prospección como por ej: Sales Navigator.",https://www.getonbrd.com/empleos/comercial-ventas/representante-comercial-outbound-chile-fracttal-santiago
Desarrollador Android,Chile,Santiago,Híbrido,Semi Senior,FULL_TIME,Desarrollo Mobile,3000.0,2023-07-27,48.0,SMU S.A.,"['Android', 'CMS', 'Kotlin', 'SonarQube', 'CI/CD', 'User Testing', 'Mobile development']",,"Título Técnico o profesional en área de Informática o ciencia de la computación.
Experiencia mínima de 2 años en cargos similares.
Conocimientos en el retail específicamente en ecommerce.
Conocimiento en:
SDK de Android y desarrollo Kotlin.
Contentful (Headless CMS)
Crashlytics
Pipeline- Despliegues- Testing automatizado
CI/CD- Clean Architecture- Clean Code – Sonar Cube.
Control de versiones.",https://www.getonbrd.com/empleos/desarrollo-mobile/desarrollador-android-smu-s-a-santiago-b7fe
CRM Content Developer (Front-end),Chile,Santiago,Híbrido,Semi Senior,FULL_TIME,Programación,1850.0,2023-07-07,51.0,Softserve,"['Responsive', 'HTML5', 'CSS', 'CRM', 'UI Design', 'JavaScript']","Design and Copy team to confirm assets needed to create and deploy emails
Localization specialists to translate and test, and display content in 17 languages
Setting up, testing, and scheduling One Off email sends
Coding templates to be displayed consistently across all major email platforms
Maintaining email templates for B2B and B2C communications
Developing new templates and testing email functionality to ensure an optimal user experience across 11 brands
Designing new modules to serve the needs of emerging email templates
Testing template functionality with Project Managers and Engineers
Managing lead times with Project Managers and CRM Engineering teams to ensure the timely receiving of all design and data points
Project Managers and stakeholders to set and confirm the project scope
Learning new technologies to complete projects that support business initiatives","Showing a degree in Computer Science, or an equivalent area
Demonstrating 2-4 years of experience in Front End
Showing practice in HTML, CSS, and JavaScript
Having extensive experience in Responsive design
Possessing a background in modular design",https://www.getonbrd.com/empleos/programacion/crm-content-developer-front-end-softserve-santiago
Representante de Ventas de Software,Chile,,Remoto,Semi Senior,FULL_TIME,Comercial y Ventas,No hay información,2023-07-25,58.0,Gatblac,['Sales'],,"¿Qué esperamos de ti?
Testear distintas formas de venta para medir la efectividad.
Contactar y realizar reuniones con leads de manera regular.
Levantar métricas de conversión del proceso de venta.
Identificar necesidades del cliente para definir correctamente una propuesta.
Alcanzar objetivos de ventas mensuales.
Levantar información del mercado y perfil del cliente.
Proponer el proceso de venta específico para el producto.",https://www.getonbrd.com/empleos/comercial-ventas/representante-de-ventas-de-software-gatblac-remote
Full-Stack Senior (Django/React),,,Remoto,Senior,FULL_TIME,Programación,3550.0,2023-07-21,61.0,Moventi,"['Django', 'Python', 'Virtualization', 'React', 'Microservices', 'Amazon Web Services', 'Next.js', 'Full-stack', 'Back-end', 'Cloud Computing', 'TypeScript', 'English', 'JavaScript', 'Cloud', 'Front-end']","Create automation systems and tools to configure, monitor and orchestrate data infrastructure and pipelines.
Create data integration services to help onboard new customers as quickly as possible.
Maintain the ongoing reliability, performance and support of the data infrastructure, providing solutions based on application needs and anticipated growth.","Experience on Python development +5 years (Django)
At least 3 years of experience with React.js
Next.js and Typescript
Experience with Python libraries: beautifulsoup, pandas
AWS services
Microservices architecture
APIs
Confident spoken English would be a must for this role.",https://www.getonbrd.com/empleos/programacion/python-developer-moventi-remote-b4bd
Back-end Developer: Node.js,5 ubicaciones,,Remoto,Senior,FULL_TIME,Programación,3300.0,2023-07-03,129.0,Leniolabs_,"['Node.js', 'Virtualization', 'Git', 'Data Architecture', 'Amazon Web Services', 'API', 'Back-end', 'Agile', 'Cloud Computing', 'TypeScript', 'English', 'JavaScript', 'Cloud']","Actualmente, estamos en la búsqueda de un Node Developer Sr, que se quieran unir a Leniolabs para trabajar de la mano de uno de nuestros importantes clientes.
La persona que se sume trabajará en el desarrollo de un producto para la gestión financiera, manteniendo relación directa con el cliente.
Se trabajará en el departamento de desarrollo de tecnología de la empresa
Trabajo en equipo - liderazgo
Será responsable de avanzar en los diferentes requerimientos del cliente, junto con el equipo.
Su trabajo consiste en hacer que las tareas se realicen utilizando todos los recursos disponibles (tangibles e intangibles) - específicamente del producto de gestión financiera.
Contamos internamente con personas capacitadas para realizar QA, Líder de proyecto, etc, por lo cual tendrá la responsabilidad de adaptarse a cada equipo","· Conocimientos y experiencia en typeScript (indispensable)
· Sólidos conocimientos y experiencia + 5 años de experiencia en desarrollo de software con NodeJs(indispensable)
. Experiencia con AWS: CDK, servicios API Gateway, SQS, SNS, así como Lambda, y EventBridge (Deseable)
· Pensamiento crítico y capacidad de resolver problemas
· Buen nivel de Inglés oral y escrito (B2/C1) (indispensable)
· Manejo de metodologías ágiles.
· Uso avanzado de Git
· Buen trabajo en equipo",https://www.getonbrd.com/empleos/programacion/backend-developer-nodejs-leniolabs_-remote
